genesymbol4	S37	S38	S1	S2
CAGL0H08888g	4.6708242498849	4.40894852598174	2.65732052369966	3.40449329519814
CAGL0L01595r	-2.35613349227612	-3.7162330380728	-0.140685762125941	-0.544709535621995
CAGL0I04704r	-3.7162330380728	-3.7162330380728	1.10674450699242	-0.907336673841057
CAGL0D01958g	9.43578300607603	9.75641543178803	8.24306172117535	8.72824919614476
CAGL0F06325g	6.32333913177122	6.29001637588603	4.7813157194302	5.41741890836011
CAGL0L08103r	0.591512186921112	0.258282267739849	2.55902715649289	1.7117881128812
CAGL0H03663g	5.79795921201439	5.84062588984882	4.0969055148934	4.82083568384736
CAGL0F07513g	5.46955355978054	5.44396634426329	2.91745204780725	3.99291568472547
CAGL0H08844g	8.05180210111186	8.05504668400343	4.54498914897841	6.04877544992581
CAGL0M13189g	6.25966158053688	6.0206409701973	3.828136448658	4.79731288136871
CAGL0B02904g	1.72038792313982	2.15184633972622	-1.02448211114575	0.192335937121264
CAGL0G09515g	6.64542267066306	6.73130641650348	4.92636334278387	5.68430618069772
CAGL0L06094g	4.44464310510522	5.18440151690849	3.06800150708738	3.48522527091189
CAGL0B02563g	7.23173727460433	6.93254099073215	5.50353035901079	6.13575004174388
CAGL0E04554g	5.01202017351032	5.44024977402158	1.57753451241987	3.13103957525932
CAGL0L05720g	5.38974655281126	4.67871199026527	3.69561763958588	3.80125516928793
CAGL0H02387g	6.77200728303476	6.41646251254689	4.06144196711902	5.12791157931192
CAGL0B02948g	3.07417442253873	3.43666561619046	2.4535440549573	2.01345169828918
CAGL0M01760g	8.13063551849197	8.38101778394597	9.50950801352207	9.00858581709912
CAGL0B00110g	-2.35613349227612	-1.27901749550777	-3.7162330380728	-3.7162330380728
CAGL0I03058r	-2.35613349227612	-1.27901749550777	-3.7162330380728	-3.7162330380728
CAGL0I03080g	-2.35613349227612	-1.27901749550777	-3.7162330380728	-3.7162330380728
CAGL0D03894g	6.00497136709928	6.18511372567476	4.35301565409537	5.10892842408748
CAGL0I10450g	0.472588641631357	0.901521258764643	-0.140685762125941	-0.544709535621995
CAGL0M04763g	4.73682126914774	4.39365582423881	3.06800150708738	3.6692586826282
CAGL0A01826g	0.0425211836528298	-0.418761559190641	-1.02448211114575	-1.39286621260033
CAGL0H02981r	-1.66867446866419	-1.73658465190743	0.403364842729739	-0.544709535621995
CAGL0G04455g	-0.337419939378661	0.116440570002199	-3.7162330380728	-2.13007149558218
CAGL0E01727g	5.32685363413597	6.36642267714767	8.60048593460398	10.5209061940301
CAGL0I06743g	7.54248973591236	7.53647893290063	8.30122847204277	8.93549462851058
CAGL0K05063r	0.898796737116406	0.717246335814796	3.20431460341403	2.11842363738061
CAGL0G02057g	4.83651255436782	4.55357068485933	3.06800150708738	3.76937088882419
CAGL0M11652r	-3.7162330380728	-2.41056320196978	-0.140685762125941	-0.907336673841057
CAGL0E01705g	9.34427285342572	9.79056833279278	1.57753451241987	5.23684623560641
CAGL0L03982g	5.69546976384329	5.59200003280468	3.94950020492822	4.72435182478221
CAGL0D06688g	10.4654494809851	10.8918612555428	8.53735086907006	9.46469652372785
CAGL0G06996g	-2.35613349227612	-2.41056320196978	0.403364842729739	-0.907336673841057
CAGL0I10362g	0.472588641631357	1.06490239943807	2.08103178608419	1.7117881128812
CAGL0G09977g	7.74769287500108	7.71780054050443	6.22624440458566	6.93930481429348
CAGL0E06644g	-0.337419939378661	-0.418761559190641	-3.7162330380728	-2.13007149558218
CAGL0I05346r	-2.35613349227612	-1.27901749550777	-0.140685762125941	-0.0141333734714019
CAGL0B02970g	6.38638214523494	6.39933673913299	3.6485942966613	4.95444571994298
CAGL0M12881g	9.11097330497462	9.87970781673772	8.27631028091846	8.25243060254332
CAGL0L00649g	5.68547733435648	5.12544846125085	3.9877873691756	4.47043431848668
CAGL0G09108g	-1.20499608604852	-2.41056320196978	-3.7162330380728	-3.7162330380728
CAGL0L01045g	-1.20499608604852	-2.41056320196978	-3.7162330380728	-3.7162330380728
CAGL0B03619g	6.85310141398259	6.74191251788346	5.320636156165	6.02534365902306
CAGL0G07150r	-2.35613349227612	-3.7162330380728	-1.02448211114575	-0.544709535621995
CAGL0H06039g	-2.35613349227612	-3.7162330380728	-1.02448211114575	-0.544709535621995
CAGL0D02134g	4.21385069117433	4.34678035314145	2.33973582889912	3.27423568763969
CAGL0M02915g	1.36730403582463	1.63226808807502	-1.02448211114575	0.192335937121264
CAGL0C04741g	8.21583517836895	7.67258300351332	5.50353035901079	6.60636429490951
CAGL0K08041r	-0.854651661234078	-2.41056320196978	2.08103178608419	0.809048971593458
CAGL0B03817g	6.04980061004793	5.65748722815945	4.23063628635679	4.95444571994298
CAGL0B02860g	6.79697239685263	6.79961739788144	5.07603221052891	5.92399881028341
CAGL0L13090g	4.05734810319137	3.50941264682365	5.16225775456178	4.66493812154401
CAGL0F06600r	-0.854651661234078	-0.418761559190641	0.797502938470557	0.192335937121264
CAGL0J04202g	9.79726878042134	9.6038451329564	5.61780452363698	7.66764806791649
CAGL0M05445g	6.45072361461632	6.20496219700887	5.00313778573468	5.63650158061032
CAGL0M07687r	-1.66867446866419	-0.932160681910556	-0.140685762125941	-0.255166609434627
CAGL0M12969g	5.31393921654529	4.90049200705518	3.49756339456317	4.2339251070698
CAGL0I07139g	8.77164742500349	8.78356003209846	7.14732682253268	7.97599916373885
CAGL0J09812g	8.4209634121836	8.27703292524257	6.86315059044704	7.60805598697773
CAGL0C04609g	6.34042178935877	6.28588067653136	4.7813157194302	5.55935784711683
CAGL0J06864g	-0.854651661234078	-0.21748520734348	0.403364842729739	0.9293494563109
CAGL0D04092g	8.80894412215511	9.09646360328937	6.62278188579764	7.79385452031313
CAGL0F08261g	4.04697926295763	3.67035613730409	1.93190839706477	2.8854594666702
